Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ATAI,ATAI,ATAI,ATAI,ATAI,ATAI
Date,,,,,,
2024-05-28,1.659999966621399,1.659999966621399,1.690000057220459,1.6200000047683716,1.6799999475479126,692200
2024-05-29,1.6299999952316284,1.6299999952316284,1.6950000524520874,1.5800000429153442,1.690000057220459,740400
2024-05-30,1.6799999475479126,1.6799999475479126,1.7200000286102295,1.600000023841858,1.6299999952316284,864400
2024-05-31,1.5700000524520874,1.5700000524520874,1.680999994277954,1.5199999809265137,1.6699999570846558,1259100
2024-06-03,1.6100000143051147,1.6100000143051147,1.649999976158142,1.559999942779541,1.590000033378601,887300
2024-06-04,1.5399999618530273,1.5399999618530273,1.6200000047683716,1.5299999713897705,1.6200000047683716,867600
2024-06-05,1.409999966621399,1.409999966621399,1.5,1.2999999523162842,1.309999942779541,2870200
2024-06-06,1.4800000190734863,1.4800000190734863,1.4900000095367432,1.399999976158142,1.4199999570846558,578800
2024-06-07,1.3899999856948853,1.3899999856948853,1.4850000143051147,1.3600000143051147,1.4700000286102295,924300
2024-06-10,1.399999976158142,1.399999976158142,1.434999942779541,1.3609999418258667,1.399999976158142,670500
2024-06-11,1.3200000524520874,1.3200000524520874,1.3899999856948853,1.309999942779541,1.3700000047683716,772300
2024-06-12,1.3200000524520874,1.3200000524520874,1.399999976158142,1.309999942779541,1.3700000047683716,1012200
2024-06-13,1.340000033378601,1.340000033378601,1.3799999952316284,1.3300000429153442,1.3300000429153442,678400
2024-06-14,1.3700000047683716,1.3700000047683716,1.3799999952316284,1.3300000429153442,1.350000023841858,489600
2024-06-17,1.340000033378601,1.340000033378601,1.378999948501587,1.3200000524520874,1.350000023841858,599700
2024-06-18,1.2699999809265137,1.2699999809265137,1.350000023841858,1.2599999904632568,1.3300000429153442,1099300
2024-06-20,1.3300000429153442,1.3300000429153442,1.3700000047683716,1.25,1.2999999523162842,1518300
2024-06-21,1.340000033378601,1.340000033378601,1.440000057220459,1.2999999523162842,1.3700000047683716,1248800
2024-06-24,1.399999976158142,1.399999976158142,1.5299999713897705,1.3600000143051147,1.3600000143051147,1803700
2024-06-25,1.350000023841858,1.350000023841858,1.4199999570846558,1.3300000429153442,1.399999976158142,745700
2024-06-26,1.2999999523162842,1.2999999523162842,1.3600000143051147,1.2799999713897705,1.350000023841858,719000
2024-06-27,1.3200000524520874,1.3200000524520874,1.340000033378601,1.2699999809265137,1.3200000524520874,570200
2024-06-28,1.3300000429153442,1.3300000429153442,1.399999976158142,1.2999999523162842,1.399999976158142,1033800
2024-07-01,1.350000023841858,1.350000023841858,1.3580000400543213,1.2999999523162842,1.340000033378601,486200
2024-07-02,1.2999999523162842,1.2999999523162842,1.399999976158142,1.2899999618530273,1.350000023841858,540400
